x,y,z,w,name,room,bedroom,livingroom,kitchen,bathroom,game_dateandtime,timestamp,hygiene,hunger,bladder,social,energy,fun,elapsed_time,hour,minute,weekday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:01 PM,12/20/2024 15:38:13,55.85666,25.51542,0.5649652,99.55733,16.43986,3.898237,50504,14.02889,1.733337,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:01 PM,12/20/2024 15:38:14,55.85666,25.51542,0.5649652,99.55733,16.43986,3.898237,50508.8,14.03022,1.813354,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:01 PM,12/20/2024 15:38:14,55.79316,25.36542,0.3516352,99.55759,16.30652,3.804905,50513.6,14.03156,1.893372,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:01 PM,12/20/2024 15:38:14,55.79316,25.36542,0.3516352,99.55759,16.30652,3.804905,50518.4,14.03289,1.973328,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.79316,25.36542,0.3516352,99.55759,16.30652,3.804905,50523.2,14.03422,2.053345,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.79316,25.36542,0.3516352,99.55759,16.30652,3.804905,50528,14.03556,2.133362,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.79316,25.36542,0.3516352,99.55759,16.30652,3.804905,50531.2,14.03644,2.186707,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.79316,25.36542,0.3516352,99.55759,16.30652,3.804905,50537.6,14.03822,2.293335,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.79316,25.36542,0.3516352,99.55759,16.30652,3.804905,50542.4,14.03956,2.373352,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.79316,25.36542,0.3516352,99.55759,16.30652,3.804905,50547.2,14.04089,2.453369,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.79316,25.36542,0.3516352,99.55759,16.30652,3.804905,50552,14.04222,2.533325,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.72967,25.21542,0.1383051,99.55786,16.17318,3.711574,50561.6,14.04489,2.693359,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.72967,25.21542,0.1383051,99.55786,16.17318,3.711574,50566.4,14.04622,2.773376,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.72967,25.21542,0.1383051,99.55786,16.17318,3.711574,50571.2,14.04756,2.853333,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:02 PM,12/20/2024 15:38:14,55.72967,25.21542,0.1383051,99.55786,16.17318,3.711574,50576,14.04889,2.93335,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.72967,25.21542,0.1383051,99.55786,16.17318,3.711574,50585.6,14.05156,3.093384,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.72967,25.21542,0.1383051,99.55786,16.17318,3.711574,50590.4,14.05289,3.17334,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.72967,25.21542,0.1383051,99.55786,16.17318,3.711574,50595.2,14.05422,3.253357,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.72967,25.21542,0.1383051,99.55786,16.17318,3.711574,50598.4,14.05511,3.306702,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.66618,25.06543,-0.07502499,99.55813,16.03984,3.618242,50604.8,14.05689,3.41333,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.66618,25.06543,-0.07502499,99.55813,16.03984,3.618242,50609.6,14.05822,3.493347,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.66618,25.06543,-0.07502499,99.55813,16.03984,3.618242,50612.8,14.05911,3.546692,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.66618,25.06543,-0.07502499,99.55813,16.03984,3.618242,50624,14.06222,3.733337,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.66618,25.06543,-0.07502499,99.55813,16.03984,3.618242,50628.8,14.06356,3.813354,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.66618,25.06543,-0.07502499,99.55813,16.03984,3.618242,50633.6,14.06489,3.893372,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:03 PM,12/20/2024 15:38:14,55.66618,25.06543,-0.07502499,99.55813,16.03984,3.618242,50638.4,14.06622,3.973328,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.66618,25.06543,-0.07502499,99.55813,16.03984,3.618242,50654.4,14.07067,4.23999,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.60057,24.91043,-0.2954677,99.5584,15.90205,3.521798,50662.4,14.07289,4.373352,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.60057,24.91043,-0.2954677,99.5584,15.90205,3.521798,50668.8,14.07467,4.480042,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.60057,24.91043,-0.2954677,99.5584,15.90205,3.521798,50672,14.07556,4.533325,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.60057,24.91043,-0.2954677,99.5584,15.90205,3.521798,50676.8,14.07689,4.613342,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.60057,24.91043,-0.2954677,99.5584,15.90205,3.521798,50681.6,14.07822,4.693359,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.60057,24.91043,-0.2954677,99.5584,15.90205,3.521798,50686.4,14.07956,4.773376,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.60057,24.91043,-0.2954677,99.5584,15.90205,3.521798,50691.2,14.08089,4.853333,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.60057,24.91043,-0.2954677,99.5584,15.90205,3.521798,50696,14.08222,4.93335,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:04 PM,12/20/2024 15:38:15,55.60057,24.91043,-0.2954677,99.5584,15.90205,3.521798,50699.2,14.08311,4.986694,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50710.4,14.08622,5.17334,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50716.8,14.088,5.280029,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50721.6,14.08933,5.360046,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50724.8,14.09022,5.41333,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50729.6,14.09156,5.493347,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50734.4,14.09289,5.573364,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50739.2,14.09422,5.653381,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50744,14.09556,5.733337,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50748.8,14.09689,5.813354,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.53284,24.75042,-0.5230393,99.55869,15.75981,3.422235,50753.6,14.09822,5.893372,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:05 PM,12/20/2024 15:38:15,55.46935,24.60042,-0.7363694,99.55895,15.62647,3.328904,50758.4,14.09956,5.973328,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:06 PM,12/20/2024 15:38:15,55.46935,24.60042,-0.7363694,99.55895,15.62647,3.328904,50763.2,14.10089,6.053345,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:06 PM,12/20/2024 15:38:15,55.46935,24.60042,-0.7363694,99.55895,15.62647,3.328904,50774.4,14.104,6.23999,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:06 PM,12/20/2024 15:38:15,55.46935,24.60042,-0.7363694,99.55895,15.62647,3.328904,50780.8,14.10578,6.34668,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:06 PM,12/20/2024 15:38:15,55.46935,24.60042,-0.7363694,99.55895,15.62647,3.328904,50782.4,14.10622,6.373352,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:06 PM,12/20/2024 15:38:15,55.46935,24.60042,-0.7363694,99.55895,15.62647,3.328904,50787.2,14.10756,6.453369,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:06 PM,12/20/2024 15:38:15,55.46935,24.60042,-0.7363694,99.55895,15.62647,3.328904,50792,14.10889,6.533325,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:06 PM,12/20/2024 15:38:16,55.46935,24.60042,-0.7363694,99.55895,15.62647,3.328904,50796.8,14.11022,6.613342,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:06 PM,12/20/2024 15:38:16,55.46935,24.60042,-0.7363694,99.55895,15.62647,3.328904,50801.6,14.11156,6.693359,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:06 PM,12/20/2024 15:38:16,55.40586,24.45042,-0.9496995,99.55922,15.49313,3.235572,50817.6,14.116,6.960022,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.40586,24.45042,-0.9496995,99.55922,15.49313,3.235572,50825.6,14.11822,7.093384,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.40586,24.45042,-0.9496995,99.55922,15.49313,3.235572,50830.4,14.11956,7.17334,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.40586,24.45042,-0.9496995,99.55922,15.49313,3.235572,50833.6,14.12044,7.226685,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.40586,24.45042,-0.9496995,99.55922,15.49313,3.235572,50840,14.12222,7.333374,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.40586,24.45042,-0.9496995,99.55922,15.49313,3.235572,50844.8,14.12356,7.41333,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.40586,24.45042,-0.9496995,99.55922,15.49313,3.235572,50849.6,14.12489,7.493347,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.34237,24.30042,-1.16303,99.55949,15.35979,3.14224,50854.4,14.12622,7.573364,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.34237,24.30042,-1.16303,99.55949,15.35979,3.14224,50859.2,14.12756,7.653381,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.34237,24.30042,-1.16303,99.55949,15.35979,3.14224,50864,14.12889,7.733337,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.34237,24.30042,-1.16303,99.55949,15.35979,3.14224,50872,14.13111,7.866699,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.34237,24.30042,-1.16303,99.55949,15.35979,3.14224,50873.6,14.13156,7.893372,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:07 PM,12/20/2024 15:38:16,55.34237,24.30042,-1.16303,99.55949,15.35979,3.14224,50878.4,14.13289,7.973328,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.34237,24.30042,-1.16303,99.55949,15.35979,3.14224,50883.2,14.13422,8.053345,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.34237,24.30042,-1.16303,99.55949,15.35979,3.14224,50888,14.13556,8.133362,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.34237,24.30042,-1.16303,99.55949,15.35979,3.14224,50892.8,14.13689,8.213379,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.27887,24.15042,-1.37636,99.55975,15.22644,3.048908,50897.6,14.13822,8.293335,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.27887,24.15042,-1.37636,99.55975,15.22644,3.048908,50902.4,14.13956,8.373352,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.27887,24.15042,-1.37636,99.55975,15.22644,3.048908,50907.2,14.14089,8.453369,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.27887,24.15042,-1.37636,99.55975,15.22644,3.048908,50915.2,14.14311,8.58667,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.27887,24.15042,-1.37636,99.55975,15.22644,3.048908,50920,14.14444,8.666687,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.27887,24.15042,-1.37636,99.55975,15.22644,3.048908,50926.4,14.14622,8.773376,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:16,55.27887,24.15042,-1.37636,99.55975,15.22644,3.048908,50929.6,14.14711,8.82666,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:08 PM,12/20/2024 15:38:17,55.27887,24.15042,-1.37636,99.55975,15.22644,3.048908,50936,14.14889,8.93335,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.27887,24.15042,-1.37636,99.55975,15.22644,3.048908,50942.4,14.15067,9.040039,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50955.2,14.15422,9.253357,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50958.4,14.15511,9.306702,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50961.6,14.156,9.360046,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50964.8,14.15689,9.41333,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50969.6,14.15822,9.493347,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50974.4,14.15956,9.573364,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50979.2,14.16089,9.653381,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50984,14.16222,9.733337,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50993.6,14.16489,9.893372,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:09 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,50998.4,14.16622,9.973328,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:10 PM,12/20/2024 15:38:17,55.20268,23.97042,-1.632365,99.56007,15.06643,2.936906,51003.2,14.16756,10.05334,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:10 PM,12/20/2024 15:38:17,55.13919,23.82042,-1.845696,99.56034,14.93309,2.843574,51009.6,14.16933,10.16003,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:10 PM,12/20/2024 15:38:17,55.13919,23.82042,-1.845696,99.56034,14.93309,2.843574,51027.2,14.17422,10.45337,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:10 PM,12/20/2024 15:38:17,55.13919,23.82042,-1.845696,99.56034,14.93309,2.843574,51040,14.17778,10.66669,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:10 PM,12/20/2024 15:38:17,55.13919,23.82042,-1.845696,99.56034,14.93309,2.843574,51051.2,14.18089,10.85333,Sunday
1128.871,45.89624,1029.177,1,Paolo test,Bedroom,1,0,0,0,Sun. at 2:11 PM,12/20/2024 15:38:17,55.05877,23.63042,-2.115927,99.56068,14.76418,2.725348,51070.4,14.18622,11.17334,Sunday
